mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,actor_id,file
-194.23317,53.52091,-59.26968,-4.4233193,-7.172918,-36.323074,-17.636463,-31.49124,-34.16769,-0.6517639,-26.720718,-16.244791,-3.2305572,-8.51341,5.5823855,15.099141,-0.70015323,21.048983,12.899205,4.1484632,8.190638,9.581419,2.7395098,1.1934028,-1.6831636,1.8749291,-7.0310073,1.6194211,-5.770278,-0.1676872,-1.3716633,1.9741361,-6.2884197,-0.9317319,0.07257661,0.4154667,-0.48754907,3.7903163,-3.4863486,3.3169487,happy,10,03-01-03-02-02-02-10.wav
-449.28903,105.1658,-6.508178,11.815034,0.68451023,-18.053627,-10.297302,-35.796337,-10.860576,-10.777227,-15.119054,-15.204275,-4.1881304,-8.1048,-6.618964,-3.8200707,-7.21012,-9.275552,-1.7162257,-9.587192,-8.867219,-2.3376555,-8.139019,2.6872058,-5.715489,1.4228383,-5.041068,0.4833418,-1.1594871,-2.3099904,0.8686367,8.159791,10.5834,19.585321,20.068218,16.385765,8.156102,6.2866697,-4.0281105,2.3474214,sad,10,03-01-04-01-01-01-10.wav
-430.5948,84.92341,0.27271155,8.543441,-0.8120767,-14.911517,-9.665965,-26.290417,-7.7359095,-8.64991,-11.865727,-13.284688,-7.057633,-6.0020843,-4.997269,-4.5097055,-6.6277294,-7.404994,1.5877281,-13.574788,-6.954076,-2.8421385,-12.872401,-1.3770884,-12.491508,-1.5760003,-7.850064,-4.335854,-2.0082877,-4.0175147,-1.0340791,1.5856758,4.239285,5.1696253,10.81633,11.398238,8.306298,11.935872,4.9573493,11.281933,sad,10,03-01-04-01-01-02-10.wav
-451.0831,100.90845,1.8407123,8.425099,5.3202877,-14.001108,-15.026806,-34.988224,-9.058269,-7.6741743,-19.523489,-11.592532,-4.402657,-10.489912,-3.0874388,-6.947623,-10.218872,-5.7885666,-4.889704,-13.32114,-9.025406,-4.6015944,-6.805126,-4.1497736,-7.261303,1.4562405,-7.6929073,5.3352976,0.79356086,8.885594,9.611757,16.319387,14.063067,12.840121,9.713211,5.7642384,1.8656512,4.4608827,2.465203,3.2746563,sad,10,03-01-04-01-02-01-10.wav
-467.79822,105.057724,6.4119396,0.2640243,-4.187448,-11.216085,-15.683796,-29.309649,-3.1432123,-4.500515,-16.959064,-9.483867,-2.4767334,-12.661364,2.307812,-7.754714,-6.056083,-2.8885543,-4.0536947,-7.36162,-7.527579,-3.531389,-5.807656,-6.687565,-4.7489276,-2.2953308,-8.421039,0.46073946,-3.3035738,-2.3604023,-4.0507517,2.0155978,1.5007254,6.087618,10.081371,13.840629,14.031416,14.285499,5.493533,7.120655,sad,10,03-01-04-01-02-02-10.wav
-345.9876,105.197876,-22.284664,8.899116,4.263782,-30.562574,-11.304662,-37.78009,-16.2231,-8.637293,-16.646235,-9.870384,-3.2280638,-14.2807865,-6.701973,-6.9900374,-13.988414,-4.0172763,-11.015001,-6.0463514,-13.39726,1.5547571,-3.6619344,1.7653971,-1.1550018,6.457965,0.07850381,12.4156,4.424587,5.0229235,1.791424,3.4005804,-0.808621,6.2586656,3.3166604,8.437543,0.82347023,-0.87434226,-1.4825598,-0.9153014,sad,10,03-01-04-02-01-01-10.wav
-405.53836,94.29889,-10.26383,13.609446,8.654129,-25.0356,-14.255692,-37.31794,-10.6608925,-7.4954634,-18.353415,-7.2698984,-3.7009256,-15.086565,-5.5710073,-6.2376466,-9.988799,-5.571738,-8.976312,-5.7467914,-9.923643,2.4123683,-2.9259105,-2.9757864,-5.103772,3.7534947,-3.4773571,14.013891,5.308083,7.2223263,3.138595,7.594416,8.162437,7.987414,7.949323,4.4468174,-0.76684636,2.5044942,-0.17482261,1.1691911,sad,10,03-01-04-02-01-02-10.wav
-435.14127,85.75131,9.550533,16.7859,1.3728938,-12.286623,-19.028069,-32.026543,-4.774664,-7.999716,-18.186045,-6.1186943,-2.1470914,-11.158486,1.1201938,-7.232775,-8.461975,-6.2266955,-5.5972433,-5.9353375,-11.473465,-0.37671974,-7.0089254,-6.4965734,-4.885381,-0.7676453,-9.770497,5.9460397,-5.947157,2.418875,0.20989412,8.373848,4.6777015,4.938836,4.261389,4.560084,6.3011303,9.969657,7.822642,7.0572724,sad,10,03-01-04-02-02-01-10.wav
-434.09573,95.83648,2.4653082,15.806537,6.11834,-13.862101,-16.764933,-41.59215,-9.716225,-13.079164,-23.191006,-5.8061266,-6.6820335,-12.950353,3.1981575,-5.595789,-11.14243,-3.2976322,-8.398716,-6.942001,-12.865665,0.7056248,-7.3633914,-4.271366,1.7850605,0.28630972,-4.796658,5.346154,-6.325566,-1.0530919,-4.9442267,6.758201,4.2479753,10.275813,11.150223,15.464422,10.757071,8.878726,1.5505257,1.0763844,sad,10,03-01-04-02-02-02-10.wav
-385.8769,103.232864,-12.094241,6.605087,0.9760207,-16.327719,-17.775341,-29.079428,-8.950808,-9.596344,-12.649071,-10.438716,-3.944776,-8.928424,-7.4658566,-5.3070507,-8.942304,-8.675643,-2.2709954,-14.044507,-6.891177,-4.141119,-14.733204,-3.328954,-10.04157,-2.4879944,-7.657106,1.6798879,-1.2858406,-4.5461326,-2.8700209,-2.9021866,1.7571391,2.683438,9.143427,8.51967,8.777112,8.879575,3.677023,10.3523035,angry,10,03-01-05-01-01-01-10.wav
-311.36334,96.762825,-30.982779,8.803818,-11.520701,-19.126282,-16.27461,-29.572544,-10.468071,-10.474803,-13.862413,-13.194483,-8.2742,-10.495143,-10.484094,-12.337277,-7.0232925,-8.802148,-3.2348123,-4.459082,-4.3956857,6.129336,-3.0830595,2.746907,-2.073166,-2.88628,-6.2525935,1.6160746,-1.1010816,0.99866325,3.5406215,6.518461,9.724582,10.08074,2.5528662,4.91598,-2.8175342,5.275607,1.3732098,3.6635258,angry,10,03-01-05-01-01-02-10.wav
-340.12238,95.910385,-22.668873,2.7127833,-9.322416,-14.951413,-19.791485,-28.025646,-13.047245,-8.601773,-18.375313,-4.0413156,-4.4837165,-14.31566,-5.349946,-8.169062,-12.026463,-9.181645,-6.1035795,-13.069379,-10.2240715,-3.4837399,-9.113332,-6.7877,-7.54076,-2.6281233,-7.853265,3.0829551,0.1542104,1.4176688,2.8610666,4.326371,5.3171763,8.780601,9.906347,10.436292,8.052586,7.717174,5.0883512,6.6958566,angry,10,03-01-05-01-02-01-10.wav
-327.73975,102.8715,-34.25196,5.4044623,-14.723566,-17.73074,-18.11721,-34.030365,0.2056085,-12.922264,-15.967145,-1.9256297,-10.864893,-11.993688,-4.1402397,-13.318097,-7.9635577,-10.600738,-5.0820947,-9.808733,-11.971557,-2.6281247,-9.751542,-10.553034,-4.254708,-8.424007,-7.678545,4.898963,-0.27817142,3.9440222,4.729747,7.4307294,9.1177225,14.383116,11.674357,13.461791,7.4240737,5.1556616,1.3971457,0.9158903,angry,10,03-01-05-01-02-02-10.wav
-218.40353,78.99078,-40.880363,8.339397,-19.167908,-27.335157,-13.983154,-27.474066,-14.43167,-9.250962,-17.147903,-10.549292,-7.289034,-14.092118,-4.790721,-12.230327,-9.307616,-5.972778,-7.4701147,0.9676402,-3.4937377,5.732065,2.9388092,1.410295,7.4869814,4.427649,4.1737185,13.390133,4.790184,4.1719546,1.8718017,-2.6374686,-0.03107471,5.0485883,-0.9450909,3.1808763,-3.61196,0.20489004,1.2329521,-2.8229394,angry,10,03-01-05-02-01-01-10.wav
-224.75142,74.96784,-45.55523,-6.7887807,-25.99156,-25.956501,-13.327512,-18.80717,-25.651367,-11.930241,-16.975674,-16.183237,-13.910108,-15.291989,3.2991834,-9.695658,-2.0332942,13.258878,5.0669093,8.7911825,2.9564795,8.447709,1.6423645,6.160825,3.1460645,2.3504972,-1.9767631,3.6743908,-2.0437956,-3.0772936,-1.7716949,-2.1935616,0.71491396,2.5320368,-2.8301487,3.1806087,0.72387534,0.6195557,-2.2229688,0.6710139,angry,10,03-01-05-02-01-02-10.wav
-201.9543,61.485943,-36.654842,-6.185168,-23.533941,-25.859074,-17.635187,-22.40133,-25.320938,-10.445686,-14.965645,-12.950391,-13.182277,-8.054895,1.7403558,-6.5654917,4.261514,5.063721,-5.5384035,2.0963387,-2.555278,8.862209,3.446144,0.76603466,-6.725226,-3.317703,-5.611855,4.777956,-2.697779,-2.6062202,-0.74543446,4.12551,6.253915,3.7061028,-3.206185,1.6993737,-1.0708381,1.6924276,-4.484284,-1.2395693,angry,10,03-01-05-02-02-01-10.wav
-216.71707,57.402424,-42.31905,-1.8294894,-29.01338,-24.382303,-18.697432,-23.196856,-22.75927,-10.320558,-15.870448,-10.796156,-12.33357,-11.839933,-3.3135679,-15.475844,-0.7471248,4.154244,-0.8940844,5.6823745,-3.905312,1.7113833,-7.323387,4.631113,10.80511,9.483941,3.999582,3.1962776,2.5769646,2.585172,2.9095783,-2.838365,-2.6126058,2.1582997,-5.3052745,4.060061,-3.662962,3.5456345,-0.90907806,-0.35346344,angry,10,03-01-05-02-02-02-10.wav
-351.31516,84.68308,-12.466233,7.712567,-4.42117,-20.206923,-13.951407,-29.123701,-13.238878,-4.337262,-25.950827,-16.912584,-4.0031757,-16.292736,-5.670209,-9.439208,-14.391619,-8.468881,-8.155724,-9.927919,-11.026483,3.656072,-3.829047,10.614522,8.409076,17.865423,15.174214,14.332269,10.396997,-0.3256988,0.8536835,3.1266675,2.2339256,6.3222327,-2.2891273,1.9762709,-5.7227435,2.3272293,-5.166795,-2.625359,fearful,10,03-01-06-01-01-01-10.wav
-401.53857,84.3206,-5.4227314,10.188223,-10.461645,-8.866687,-13.742806,-22.982786,-2.5631168,-4.2528057,-19.871367,-7.863254,-7.6702766,-8.147412,-2.5350928,-4.4093857,-9.218432,-8.463035,-4.4470754,-14.061453,-9.377944,-2.8248866,-6.968018,-2.481954,-5.5706487,1.6742909,-9.239513,7.23261,-0.51744866,5.431446,10.005389,11.608691,13.741691,11.727737,9.323779,6.8383107,2.9072049,0.7175957,-0.04069508,0.64670527,fearful,10,03-01-06-01-01-02-10.wav
-414.7672,74.8969,-4.2405953,2.0790544,-3.4897776,-17.102165,-19.167253,-33.74355,-15.313855,-3.9847536,-19.013914,-15.826487,-8.476348,-13.678772,-3.088351,-9.628307,-11.94063,-5.984893,-6.4765487,-16.202074,-6.835074,0.38838732,-2.9840374,15.983618,12.10453,20.768364,13.087138,16.849176,6.3970313,2.575388,4.866569,2.3031435,7.021461,3.8321228,4.8437963,1.2154965,-1.5960839,-0.8919752,-4.051626,1.134488,fearful,10,03-01-06-01-02-01-10.wav
-402.83786,82.18383,1.5038453,7.16798,-2.9756877,-11.470139,-12.864456,-27.59758,-6.2177258,-6.042668,-19.0764,-15.134645,-6.709038,-11.699821,-5.1176825,-5.8552437,-11.250341,-5.605151,-3.6455956,-18.87421,-6.9462547,-3.8164992,-10.840376,-4.2766476,-10.948582,-0.43879592,-9.286718,8.307787,9.721483,13.10697,17.120365,10.623951,9.886371,8.395081,11.618549,7.0473204,6.3687925,1.4446301,-0.9559387,2.241713,fearful,10,03-01-06-01-02-02-10.wav
-261.45758,77.97967,-32.05257,-0.39440387,-12.822452,-31.791462,-23.042864,-27.67953,-17.980171,-7.241364,-21.423567,-20.276394,-5.718996,-22.253702,-9.864588,-8.234226,-18.632053,-1.0439497,-0.90694314,2.5099022,10.096044,17.730356,10.908677,14.175662,2.2132006,4.71089,-2.2421005,0.9729039,1.4315495,-3.9907653,-2.6536875,2.0266433,-4.350124,1.6639068,-3.0328825,0.5403636,-1.4078637,-0.50924695,-3.8882809,2.2519906,fearful,10,03-01-06-02-01-01-10.wav
-288.58795,72.587425,-39.98102,2.0699337,-7.048349,-35.10492,-17.031004,-30.194704,-19.014193,-5.1806693,-20.410185,-22.785408,-2.985997,-21.274187,-9.4478035,-9.467456,-16.978498,-2.7333956,6.1447196,12.552032,21.53265,27.3916,8.052271,10.46466,-6.304741,1.9201068,1.1931025,5.012624,2.5199893,-4.089397,-4.0190125,-1.3520795,-6.0100493,-1.7687391,-4.5499067,-0.88778305,-4.611288,-2.7524734,-0.37654594,4.773957,fearful,10,03-01-06-02-01-02-10.wav
-293.45184,60.44025,-27.588858,1.2513858,-15.048913,-29.7313,-16.70067,-27.12622,-22.050732,-7.1768274,-17.85454,-19.694191,-3.0618474,-18.723051,-6.3035307,-8.616298,-18.439188,4.1269503,5.720712,11.953989,18.529741,22.437956,10.7418785,7.978032,-0.3784391,6.6420016,1.9518164,5.3004346,-1.9106743,-3.6865335,0.7703088,4.9538674,-6.1899734,-2.340646,-6.783938,0.7499659,-1.8179207,-1.5080085,-1.0088648,7.280856,fearful,10,03-01-06-02-02-01-10.wav
-369.11063,81.3168,-27.786016,6.274674,-13.4198475,-27.923662,-15.66068,-33.98481,-15.0262165,-9.138366,-21.613495,-12.320153,-3.0491757,-19.589611,2.7188082,-5.8974457,-13.842145,-0.35651064,-8.542173,-3.534921,1.2076268,11.671879,14.096367,11.394138,8.046205,7.3527637,-3.046923,6.930006,1.99133,4.8784394,2.558702,7.411742,-0.96879417,7.7081075,-1.7349827,2.2996438,-2.6547067,-5.0995426,-0.50340074,1.0397698,fearful,10,03-01-06-02-02-02-10.wav
-424.90143,108.71806,-20.264055,9.238156,-6.0734463,-16.213871,-14.567829,-30.728655,-6.105657,-5.1821923,-17.0087,-8.185144,-2.4536154,-12.429883,-3.1506648,-7.1509295,-7.3740177,-8.534705,-4.6031785,-7.782311,-9.505206,-2.63643,-7.628963,-6.01306,-7.341313,-6.588113,-9.462019,1.7394706,-3.6859984,2.074246,0.042306136,1.8812069,0.0407433,6.368149,8.921333,15.697379,16.538424,17.135921,10.391843,5.930404,disgust,10,03-01-07-01-01-01-10.wav
-447.56183,110.65678,-21.191236,8.679051,-3.3839602,-14.319703,-18.58293,-31.060383,-1.513102,-4.9507995,-22.422453,-4.113733,-3.6649148,-10.11267,-4.4536867,-10.031908,-7.23235,-8.892534,-6.5620537,-8.856759,-10.495029,-3.568844,-5.941924,-2.2140594,0.2741372,-1.817963,-6.5840397,3.284438,-4.6558123,5.603675,4.040903,9.01599,3.037774,4.0020413,3.4649994,8.6931,10.9527855,11.510572,6.7393575,5.769298,disgust,10,03-01-07-01-01-02-10.wav
-435.5302,99.19396,2.4039226,6.3699636,-2.6434474,-14.646277,-11.342309,-21.97921,-2.9831808,-2.350127,-19.185162,-4.901647,-6.231962,-11.969876,1.5275668,-8.972951,-9.208954,-2.1371295,-5.721351,-10.940806,-8.153248,-2.4248147,-7.622401,-8.63692,-5.8154755,-7.5567155,-9.282588,-3.128464,-8.690756,-3.4421468,-4.8414187,1.1242799,-3.1653397,4.379229,2.3455894,4.2164035,1.6813104,8.097308,4.0671673,11.02859,disgust,10,03-01-07-01-02-01-10.wav
-389.24533,65.90324,-12.482623,0.7790469,-6.1395283,-15.581332,-11.308073,-20.850622,2.976577,-6.746165,-21.571783,0.54302746,-12.522633,-6.591532,-0.700003,-11.856348,-9.223636,-8.62529,-4.5481043,-10.985631,-7.940617,-2.5193405,-9.479201,-4.4477353,-1.0530562,-2.7427022,-1.9798633,8.862667,2.4101365,8.226382,2.6961923,6.229123,2.7217283,9.873106,3.711855,8.12442,3.2953691,5.0965605,-0.058712438,6.349148,disgust,10,03-01-07-01-02-02-10.wav
-325.19153,83.57418,-33.36356,0.70671314,-11.128807,-21.845913,-16.459808,-26.44129,-7.6501074,-7.5697627,-22.709831,-7.470767,-13.089792,-11.743844,-6.407665,-17.043943,-6.717998,-6.800845,1.7754223,0.72559094,-0.20940077,6.9234834,-5.3336205,-0.85037357,-4.418882,-4.8301806,-5.6235776,1.1953123,-3.3663435,-0.60287267,4.564203,7.536042,7.532713,10.902244,2.3187664,6.248953,-0.22895765,6.6812234,2.5047233,3.9653084,disgust,10,03-01-07-02-01-01-10.wav
-312.31714,81.08961,-37.896297,4.148837,-11.772806,-25.654518,-18.497759,-27.388077,-9.534538,-7.765131,-26.32092,-8.997572,-6.6754355,-18.295181,-1.6155353,-14.578155,-14.343215,-9.615704,-9.153641,-4.169857,-2.4834611,8.470096,1.6152452,2.80335,-2.7098444,-0.30847895,1.9742621,13.086771,9.069334,6.7279015,7.6698027,2.1867633,4.639189,2.660661,-1.2630465,3.377586,-4.410155,0.9944,-2.709936,2.191678,disgust,10,03-01-07-02-01-02-10.wav
-334.90005,81.59106,-33.681934,1.4370884,-11.075452,-23.245955,-18.235628,-36.02708,-5.0685325,-9.455497,-27.11254,-4.926831,-15.474385,-16.109846,2.2431643,-16.90468,-11.400792,-11.597794,-6.1785445,-8.605074,-3.9425774,7.6032186,6.084982,0.96445173,9.480406,7.687632,11.559796,21.186941,6.443377,7.033039,-3.9873984,2.5326016,0.8551838,7.2441387,-0.39773083,1.097504,-6.9365745,-1.2268541,-3.110651,-0.17479043,disgust,10,03-01-07-02-02-01-10.wav
-321.609,70.9711,-29.781591,-8.816272,-15.795631,-27.457739,-15.165651,-27.980251,-18.655054,-2.3380167,-22.561338,-13.150402,-9.365446,-15.293573,-5.578787,-14.937971,-8.734969,-6.6931577,-3.6107228,-4.363299,-3.0409708,6.0866942,-1.3923477,8.115017,8.940532,9.096488,5.0176125,5.425895,0.30715042,1.4880947,5.2634206,4.427544,0.6814359,3.8569942,-3.0204673,6.7593627,-0.5594462,5.934814,0.053665884,-0.08970526,disgust,10,03-01-07-02-02-02-10.wav
-344.22153,85.72503,-5.991852,5.793474,-5.0376863,-20.52756,-19.111462,-20.229029,-7.396379,-9.8446455,-23.865683,-10.414659,-12.560239,-15.580182,-1.3559372,-9.889609,-11.9685,2.0704248,-3.4647381,-2.779994,2.0457377,4.292478,0.052801307,-0.8072349,-1.5574937,1.0395913,-5.2617106,10.277782,4.735374,11.071664,3.0347698,0.80614966,-2.7391882,5.4346595,4.5124335,3.678353,0.13087028,0.0557748,-2.2991831,-1.7252319,surprised,10,03-01-08-01-01-01-10.wav
-367.96204,100.31165,-4.106604,9.984548,-8.485962,-17.66111,-14.385222,-17.731411,-14.17922,-5.637324,-19.495802,-12.152711,-4.0295916,-11.19186,-5.5909224,-8.045529,-10.918095,-7.0788393,-5.3443213,-9.487486,-7.044144,1.9256114,-6.753952,-0.2517269,-7.3357816,-0.30614528,-7.5155983,7.720507,3.9858596,5.623455,4.7364388,6.809183,4.318265,6.2741075,3.6093917,5.4731116,2.916245,0.94567853,-2.5170782,0.015364247,surprised,10,03-01-08-01-01-02-10.wav
-294.24887,90.56676,-16.648317,-0.92706615,-13.428172,-17.907215,-21.156351,-23.118286,-16.3514,-3.832265,-26.51202,-15.566512,-6.9211807,-18.35906,-3.000264,-13.530284,-15.438861,-3.0929062,-8.998953,-11.500929,-4.6903176,0.44048744,-3.847222,9.019788,4.0345097,12.196142,8.49022,12.699233,7.502522,1.8652115,4.938348,2.6330626,4.9539967,5.9175982,0.6815539,2.415639,-2.2983744,1.4669931,-3.0853283,-3.0498247,surprised,10,03-01-08-01-02-01-10.wav
-375.37,107.00536,-4.3242316,3.8743122,-6.709954,-20.970377,-20.35845,-19.41385,-9.003928,-6.937991,-23.85311,-12.791884,-5.53483,-19.546993,-0.33207673,-14.507234,-14.900654,0.55015796,-12.30084,-10.877856,-2.9903297,1.1377023,-3.1954203,-3.4293883,-1.696616,1.834595,-0.96230793,11.6625,6.5295177,8.498721,6.5076327,7.676234,0.23442146,4.9919662,-0.3058313,0.3949219,0.2855825,4.2206693,2.7287986,3.8062313,surprised,10,03-01-08-01-02-02-10.wav
-265.97357,84.359,-26.968964,0.46484938,-6.242169,-22.051575,-15.605301,-23.781487,-21.166739,-8.386793,-18.877945,-16.232508,-4.512096,-15.922639,-8.234597,-10.037813,-12.467367,-8.220144,-6.5856466,-4.955374,-5.300237,9.299187,-1.2213696,10.182545,4.2965765,6.504628,3.4557433,5.948289,3.63559,5.2249126,3.6755085,5.1836314,2.5741282,3.594502,-0.05575161,3.4129183,-4.060185,-1.4944689,-2.5265484,0.3550776,surprised,10,03-01-08-02-01-01-10.wav
-279.71356,87.14399,-40.64667,3.53306,-20.174574,-26.22543,-29.297863,-28.116203,-18.404158,-11.398983,-25.740797,-15.826048,-5.22734,-21.233438,4.444968,-9.589967,-13.980384,-0.6780504,4.921845,9.9375725,21.658262,16.00102,6.7822285,-2.7299154,-4.6446996,7.186051,-0.88647425,9.34152,-1.5629191,-4.384448,1.5634816,0.3297564,-2.0396376,-0.63221574,-6.1811724,0.95709217,-2.8352606,-1.5975082,0.19749647,5.6487207,surprised,10,03-01-08-02-01-02-10.wav
-261.44217,67.945045,-17.618383,-15.7225485,-7.861023,-24.693464,-15.523566,-20.03333,-23.994816,-6.030633,-22.578735,-19.315716,-11.699084,-16.700466,-5.5386014,-7.905268,-2.6352017,11.678485,12.714286,11.067495,11.855298,11.798942,-6.134651,1.7897341,-8.790405,0.71551806,-5.727343,3.7188172,-4.71222,-0.67935824,1.5456948,-1.1230348,0.3556197,1.0458786,1.9084786,2.0720139,1.4365491,3.3702078,1.6990299,-0.2139896,surprised,10,03-01-08-02-02-01-10.wav
-249.924,75.02641,-9.672956,-6.9323254,-6.592308,-18.507122,-20.350266,-24.393644,-20.341122,-4.6046333,-22.074898,-21.949434,-10.924384,-15.697884,-7.7534766,-13.655991,-14.059951,-7.692182,-3.3987741,-5.788167,3.182482,16.874697,5.276005,22.959846,11.124507,12.756881,1.2290664,5.9001846,1.8302655,-0.47240442,-0.96681976,-3.180406,-1.7457966,-0.05014799,-1.6490612,2.5778832,-1.9554385,0.8250843,-2.274667,-2.386867,surprised,10,03-01-08-02-02-02-10.wav
-520.39905,112.62457,33.937004,19.828917,11.676127,-3.5258727,-1.6883906,-6.4328346,-10.902861,-8.327402,-1.009174,-6.328068,-7.923705,-3.5834012,-3.140218,-0.9260388,-7.8119135,-2.8396916,-4.877326,1.2284014,-11.507907,-0.7499435,-4.8626213,-3.584208,-8.307292,-0.8553883,-7.1238976,1.5025144,-7.397272,0.57104826,-1.0184561,-0.68562895,0.14729926,1.4355476,-4.3969216,-2.9748363,-4.4568233,-3.742706,-5.419732,-1.8186003,neutral,11,03-01-01-01-01-01-11.wav
-487.96786,110.841484,22.70901,17.153502,5.370355,-3.751093,-0.19003205,-10.384286,-15.383902,-7.8292274,-2.38777,-6.2427435,-11.27164,-4.9353943,-3.2831247,-0.5870039,-5.1721454,-4.135866,-6.538893,-2.898156,-12.877133,-0.90418047,-2.9342449,-2.2250347,-9.351859,1.1764809,-9.269096,2.0394762,-6.7902617,-0.6450105,-2.1550164,-1.4132274,-0.53631777,0.6795005,-4.457229,-1.9662948,-5.3726254,-4.5539265,-6.660119,-4.4660983,neutral,11,03-01-01-01-01-02-11.wav
-502.16623,99.9188,26.6933,26.754616,7.549447,-2.3398733,-2.16491,-8.656483,-13.356234,-6.0533786,-2.2773027,-9.291057,-9.0885105,-7.039773,-4.1915493,1.3517169,-8.587577,-5.549865,-4.597025,-4.051686,-11.115712,-3.0767066,-3.6703916,-2.814055,-8.548357,-0.312529,-8.219551,-0.094748184,-4.965773,-0.025637133,-3.1721456,-0.37677363,-3.256427,0.33495778,-5.019024,-3.1594381,-5.5909843,-1.8061991,-6.7473297,-2.4084551,neutral,11,03-01-01-01-02-01-11.wav
-490.6272,104.94322,28.700329,25.048891,9.34741,-1.2316821,-5.8429646,-6.0939617,-14.8279505,-6.06847,0.72862524,-7.4811974,-10.690284,-9.187042,-4.48788,0.67262125,-5.595407,-5.12716,-5.3764434,-1.673503,-13.242219,-3.214725,-4.4972615,-3.4596844,-7.204061,-0.29201633,-7.703506,-1.0071865,-5.6200876,1.2467544,-1.8039051,2.1695943,-3.302795,0.050092604,-5.3413177,-2.1327214,-5.2105627,-1.4147273,-5.7811346,-1.9972253,neutral,11,03-01-01-01-02-02-11.wav
-555.9921,94.6033,26.102749,26.495543,16.974276,8.016087,2.9275525,-3.7241015,-10.861515,-0.19158402,2.6794574,-3.7493975,-9.729719,-3.152112,0.02658731,-1.3556772,-3.057852,-5.6964626,-3.536723,-0.13429424,-12.083158,1.0196955,-3.8978207,-3.766396,-6.4353075,0.3761645,-7.192118,0.91353124,-6.6166177,0.3145932,-1.4503214,0.022276806,-3.9660883,-0.34851187,-5.2300725,-0.33291292,-3.4254124,0.06772144,-4.902427,-2.9593496,calm,11,03-01-02-01-01-01-11.wav
-546.1597,103.90399,22.829828,27.668713,14.777201,6.707709,0.141633,-2.6658719,-5.7138762,-0.39230293,2.8809595,-4.0946703,-6.7940855,-2.9199662,1.4572165,-0.3411005,-4.157034,-3.7450373,-3.7559104,-1.5120554,-10.107639,2.3954382,-6.115507,-5.0013576,-5.128703,-0.5175161,-7.0362906,-0.13426206,-5.59103,-1.2074038,-2.4223473,1.5751727,-3.3159478,0.4540647,-5.7577233,-3.2064402,-4.850239,-1.4872688,-5.7170672,-1.170707,calm,11,03-01-02-01-01-02-11.wav
-513.69946,102.67485,27.357939,27.49061,7.7225695,4.3495235,-3.575915,-10.231511,-9.931498,-3.0567045,1.7085519,-4.683912,-6.0185003,-5.2940154,-4.064169,0.3293363,-5.7553215,-4.647072,-3.904428,-1.1506711,-9.211626,-2.3262305,-4.345479,-5.5477676,-7.571498,-0.21957342,-9.008133,-0.20905143,-7.171603,0.6991999,-1.6522514,1.2471535,-5.452421,-1.5214405,-5.8304243,-1.9659495,-4.5324516,-1.5248226,-6.069707,-4.352317,calm,11,03-01-02-01-02-01-11.wav
-555.1996,91.74037,25.860579,27.987839,12.653276,10.651396,-2.8309972,0.5492708,-8.560557,-0.4659346,7.8564157,-2.0665507,-9.303753,-4.6411915,-2.129074,-2.2604578,-4.130637,-6.9612427,-5.2779765,1.4252748,-13.782301,-0.9555111,-3.724796,-5.237641,-8.95811,0.6644689,-8.150238,1.4674126,-5.249708,0.51348835,-2.4211671,0.1920633,-3.184316,-2.4353561,-5.153,-1.2673515,-2.8951237,-0.27940133,-6.562038,-3.2027447,calm,11,03-01-02-01-02-02-11.wav
-578.7684,99.34827,24.524134,27.467752,19.522837,4.335808,-0.8790777,3.3119738,-4.738809,0.22344704,6.26422,-0.033664018,-6.6006446,-0.1349715,-2.06721,-1.9541711,-2.9193938,-3.8518114,-3.4576585,-0.30941105,-8.909719,-0.8849438,-5.605417,-2.1420171,-6.688734,-0.76883876,-6.167044,1.0622026,-5.505025,2.166486,-2.8607042,1.4431595,-3.7654455,0.47056308,-4.6224327,-1.4297873,-3.746245,0.61026204,-4.3962836,-0.73478425,calm,11,03-01-02-02-01-01-11.wav
-570.96686,85.22048,21.689611,32.13057,15.017039,4.390505,-1.2810575,1.6881533,-7.57486,-8.151208,3.7643068,-6.973923,-8.739336,-3.0040116,-2.4115944,-1.243919,-5.0254297,-4.8625975,-6.3664074,-1.5903472,-12.8357115,1.3825071,-3.1369083,-4.3300247,-6.6840277,1.0977591,-9.607662,-0.043929063,-4.1233597,-0.5686984,-3.9702032,0.6586395,-1.9374626,-1.2362581,-4.419424,-0.9708348,-3.8114307,-0.6257058,-5.116756,-1.9006885,calm,11,03-01-02-02-01-02-11.wav
