mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,speaker,file
-241.3994,145.36151,-32.27616,20.581999,-7.5525184,-23.011328,-27.337746,-6.7916284,-22.950535,-26.263962,-8.12472,-30.627392,-26.554087,-1.3261977,-14.584999,-17.93866,-5.328948,-12.678457,-4.5590463,-7.6510983,-16.020922,-8.261605,-0.64182955,3.687909,0.29047164,-0.7572279,-0.9473616,3.5808012,-2.054997,-4.866892,-2.317333,-6.2561297,-3.6326582,-4.622148,-0.11075575,-0.35635418,-2.9319515,-6.4511824,-7.2967978,-4.5833807,surprised,Rumani,Rumani_surprised_001.wav
-243.37209,140.54214,-21.820456,23.15061,-2.6433065,-21.256613,-22.848824,-10.098504,-30.198597,-31.564196,-3.5328903,-29.433422,-23.956793,7.1538644,-15.637383,-18.463964,-6.160997,-8.937553,-3.920144,-11.676714,-14.580047,-12.123726,-4.5839663,-0.8116114,-4.852776,-2.722356,-4.855564,-2.020619,-0.13148797,0.58397406,1.8711786,-1.1499343,-1.780748,-0.6091098,1.1311538,2.4116507,0.34267077,-7.361578,-5.257251,-3.2985482,surprised,Rumani,Rumani_surprised_002.wav
-206.16795,147.04834,-28.495,33.124603,-9.251467,-21.408333,-30.113832,-12.541443,-21.948137,-30.11084,-11.554113,-21.154814,-28.222906,0.8900203,-5.503585,-26.566935,-4.226406,-14.263931,-9.165915,-5.2531924,-17.653526,-3.6320598,2.231538,5.836118,-1.3827027,-6.081257,-3.0582561,1.9333298,-2.2626536,-2.9801204,1.4090035,-8.781949,-5.278811,-5.225069,-3.593723,-1.4254383,-6.9884276,-8.759119,-6.24769,-4.1537237,surprised,Rumani,Rumani_surprised_003.wav
-243.2969,160.1448,-28.626213,21.821188,-10.821768,-10.224036,-32.855854,-4.0715914,-21.689869,-26.053513,-6.810432,-24.224989,-20.676777,1.6318942,-11.69841,-17.77144,-11.306802,-14.003773,-8.096967,-10.746959,-17.050476,-16.119171,-2.160437,1.8387024,-6.778151,-7.949248,-8.569077,-1.3712442,-3.8212872,-0.43674585,3.5389743,-5.843965,-2.6615558,-7.272671,0.77587736,1.2213115,-1.8402672,-7.3628736,-4.42685,-1.8499942,surprised,Rumani,Rumani_surprised_004.wav
-211.57112,165.36577,-28.60564,22.15549,-6.8549356,-22.522621,-33.58073,-14.093145,-17.37157,-22.075272,-7.4900723,-21.185871,-20.785038,-3.1866107,-10.777369,-18.411993,-9.870017,-15.500325,-11.514924,-11.145339,-15.046847,-10.104884,-2.862395,0.8224494,-5.4924817,-4.5907736,-4.0094843,-2.8711562,-5.280688,-3.4878755,1.0366653,-2.1110687,-0.67477584,-1.100725,0.84496254,0.59948003,-2.7839937,-7.7300353,-4.804144,-2.3641813,surprised,Rumani,Rumani_surprised_005.wav
-241.2333,150.77579,-15.485146,18.169632,1.3956227,-9.83511,-38.04458,-20.508888,-23.231688,-20.6112,-15.731029,-20.652744,-17.205082,-12.035734,2.511361,-14.973815,-14.3699,-1.1159928,-3.9696572,-11.465603,-11.91101,-3.7429261,-9.115217,-11.104844,-11.71537,-7.670773,-3.1949239,-5.9233212,-4.6252956,-4.235883,0.007420211,3.9486625,3.0791569,3.6929955,3.7742484,-3.2551389,-0.65355873,3.1264758,-1.6483419,-0.46201915,angry,Sanad,Sanad_angry_001.wav
-213.68953,157.23294,-19.502466,21.74821,6.699052,-18.506102,-39.930073,-23.658926,-28.766716,-12.232758,-7.4631777,-29.981325,-15.957594,-10.873697,0.7708561,-13.806691,-14.772254,4.938885,-1.6562983,-12.1965475,-15.238874,-2.9389455,-6.2709117,-9.602274,-13.579533,-11.779957,1.8761907,-6.452659,-0.9405396,3.9532378,-2.5976384,0.48507628,-1.1727676,1.4262481,0.0765382,-2.322322,-0.19101721,-1.3121059,1.3141396,1.1632103,angry,Sanad,Sanad_angry_002.wav
-218.2547,155.59409,-15.952344,13.942764,4.5618715,-18.840063,-40.162537,-22.375122,-25.964676,-13.492531,-11.2442045,-28.034096,-16.155499,-10.410439,-0.5487761,-12.941842,-12.573478,4.3662834,-3.9825835,-16.781998,-12.401457,0.40030226,-9.228529,-15.014898,-8.368735,-7.8523827,-6.4027877,-6.3417788,-4.454258,-1.1901674,1.9740341,5.20703,3.178217,6.1485868,6.483514,0.78357923,1.1446,-1.5616171,2.118995,3.519475,angry,Sanad,Sanad_angry_003.wav
-240.70956,146.5245,-1.1929107,31.141182,18.643929,-22.426327,-31.478584,-19.378181,-32.239952,-16.5523,-18.187187,-22.496567,-11.498072,-15.785273,-2.4690151,-5.62576,-7.0662136,0.93797225,-3.6115158,-15.499511,-7.784588,2.2407947,-11.964583,-12.273205,-13.873582,-11.359476,-5.807302,-7.714268,-6.827331,-3.8759856,-0.005706902,-3.480287,4.2105465,8.525914,4.6088624,6.8172646,6.4081783,2.0435188,1.1003045,1.1827668,angry,Sanad,Sanad_angry_004.wav
-219.90237,163.28477,-15.163554,19.12188,17.058811,-18.687803,-36.391182,-21.357462,-26.381392,-18.069784,-17.306229,-26.324797,-16.423904,-16.453648,-5.8934016,-11.553065,-11.943052,3.1560183,-5.4285493,-18.128555,-7.6215386,0.73567116,-11.922997,-11.802301,-12.455107,-7.0375214,-0.44792277,-6.6110935,-1.5031435,-5.7490225,-3.0729795,2.9956958,2.8736832,9.624744,2.8528981,1.1418543,3.3011177,1.2583033,4.018123,0.6972344,angry,Sanad,Sanad_angry_005.wav
-236.49495,169.26964,-17.82839,11.677581,8.386001,-16.389399,-29.673092,-24.877697,-19.850704,-16.521471,-15.05451,-17.44892,-13.459905,-13.509578,-6.0361238,-9.312949,-14.865919,-5.1359434,-7.8989253,-10.986501,-7.266088,-2.5904574,-0.2970152,-9.143293,-9.191486,-6.8214183,-7.584823,-5.730063,-6.72138,-4.86866,-5.0808196,-6.8703504,-7.4921174,-4.2496634,-3.4300756,-5.832038,-3.1442752,-3.7281675,-1.9790651,1.2173404,calm,Sanad,Sanad_calm_001.wav
-206.45389,168.61398,-15.295315,17.656084,10.333182,-13.353862,-28.390036,-22.783583,-19.615284,-15.317557,-16.616428,-23.018991,-14.794888,-10.897259,-6.754482,-13.273309,-14.635657,-6.452181,-7.5525885,-10.310337,-8.760844,-3.5569088,-2.693134,-6.701734,-8.670054,-8.533199,-8.034733,-7.594183,-5.6702094,-3.9832819,-4.9203396,-4.463795,-6.4149957,-7.838696,-6.265407,-6.589798,-5.5092463,-4.699904,-4.242883,-2.4718218,calm,Sanad,Sanad_calm_002.wav
-223.05043,174.07109,-26.707087,12.511715,2.8770652,-16.312086,-27.272858,-23.670584,-18.155455,-11.757913,-14.846913,-19.494892,-11.580752,-11.650581,-5.097925,-13.237003,-13.22018,-4.931774,-7.881728,-8.554368,-6.4094214,-1.0962372,-3.733208,-8.128592,-10.575742,-7.636647,-7.7480073,-8.924033,-5.772087,-5.111835,-3.1781905,-7.1151147,-5.7540965,-4.709646,-7.177146,-4.43622,-5.1349163,-6.0716896,-6.0298085,-2.1101604,calm,Sanad,Sanad_calm_003.wav
-214.71066,171.18864,-23.388523,16.274372,10.308248,-17.435677,-27.24421,-22.349611,-20.076988,-11.448741,-15.679559,-22.54208,-12.369731,-10.944177,-4.3029404,-11.596214,-14.705203,-5.8250446,-7.7775273,-11.791069,-7.1234,0.6024481,-4.933709,-7.34462,-9.017696,-7.739898,-4.337642,-6.79046,-3.3107748,-4.4896374,-4.5949907,-5.0961947,-7.3358006,-3.4548843,-5.1958303,-6.778091,-5.8314157,-6.287819,-5.8066034,-4.522248,calm,Sanad,Sanad_calm_004.wav
-226.06981,174.20175,-20.128176,17.70387,8.347195,-17.391802,-28.467447,-28.854612,-22.673971,-11.934419,-16.178371,-19.079527,-12.838352,-12.726097,-3.4252598,-13.075013,-15.656182,-2.5320904,-7.6017933,-13.774866,-6.791114,0.103198,-4.4191184,-8.632382,-7.7580647,-5.702575,-6.8863845,-4.631265,-3.3998902,-7.8409266,-4.672578,-5.8821616,-8.386245,-4.2238774,-5.3532143,-7.975706,-5.8789983,-5.4791055,-5.3431535,-2.7940674,calm,Sanad,Sanad_calm_005.wav
-202.13239,151.31393,-4.3621726,20.299496,-2.2275226,-2.2758038,-43.37114,-18.3693,-26.094975,-16.089962,-9.235821,-27.68477,-14.302907,-12.262212,-1.9156331,-14.861758,-14.606647,3.4270065,-7.350092,-14.78368,-9.11962,-2.6986783,-9.251816,-11.372533,-10.735049,-13.8234415,-7.99465,-8.870801,-5.944261,-1.0371504,-2.3682327,3.6974752,4.9843354,4.854038,6.289114,-0.5187663,1.9654402,0.44049925,3.502824,3.3099208,disgust,Sanad,Sanad_disgust_001.wav
-204.29944,159.14073,-7.52819,23.74428,-4.9594965,-10.508752,-44.55106,-23.41378,-31.29287,-15.192553,-16.422253,-25.999445,-11.197671,-13.334605,1.5531083,-18.103027,-15.261297,2.2496674,-8.98828,-12.081324,-9.8736105,-5.6335373,-9.423785,-10.67248,-11.691313,-7.586402,-5.5435743,-3.9847288,1.2393761,2.8906937,5.2970514,4.590015,2.786412,2.2727559,4.294581,-3.144143,3.0574846,1.60858,-0.78176963,1.7722938,disgust,Sanad,Sanad_disgust_002.wav
-199.3392,159.4154,-2.165367,10.966184,-8.449004,-9.685503,-41.136604,-17.929424,-26.629093,-14.171276,-17.68138,-22.256636,-9.063559,-18.860216,-3.3150403,-16.295656,-14.768291,2.4923015,-7.837008,-11.632024,-6.667507,-1.96437,-7.184882,-11.646596,-11.371693,-10.300539,-7.6289926,-4.411893,-4.705954,-0.47764885,4.6109166,2.8482485,2.1420157,-0.94229984,1.698364,-0.29562166,1.2951809,0.20708254,0.40364075,0.5653134,disgust,Sanad,Sanad_disgust_003.wav
-197.87872,165.29305,-19.730991,20.703102,-2.898862,-14.84469,-39.70344,-16.672083,-31.388706,-16.428865,-4.3497114,-26.044518,-11.11728,-14.714405,-4.0626526,-12.798806,-14.402949,-1.6390884,-5.895727,-10.90929,-11.340244,0.7700746,-6.9212394,-10.304017,-10.90695,-14.896778,-4.654468,-4.6910515,-6.4662204,-3.327018,-3.1252065,0.86846757,0.87777096,0.6427752,3.2844815,-2.6511693,-1.0849148,-1.3261274,-1.0621206,3.4525673,disgust,Sanad,Sanad_disgust_004.wav
-223.7644,159.3142,-16.164078,12.02702,-4.504721,-17.379032,-35.168274,-18.600744,-24.074915,-10.536811,-9.983856,-25.063438,-12.937499,-12.547974,-6.8342624,-13.965501,-12.51986,-1.9419394,-4.4935865,-12.519947,-6.5507135,-0.13280447,-9.58208,-9.66905,-9.567048,-8.177469,-5.3199844,-2.5408058,-1.2125407,1.3590657,-0.6439252,-0.6252113,1.5596211,-1.9110394,3.5659013,-1.4191418,-0.54618454,-1.0950615,-2.1108818,0.9778515,disgust,Sanad,Sanad_disgust_005.wav
-242.08543,165.17422,-16.058945,9.954137,0.95280886,-17.007051,-28.796707,-21.45424,-19.002665,-13.542506,-10.381365,-20.748251,-14.588887,-11.634943,-4.986657,-10.166925,-10.852135,-1.8746209,-8.132459,-11.051643,-5.6970963,-0.6546652,-6.6195664,-8.114458,-9.174519,-9.480043,-4.625159,-7.8874607,-4.8623204,-4.4386754,-6.153117,-4.711283,-5.8416796,-4.1218123,-6.1703944,-6.6832414,-5.3640676,-5.560463,-2.386184,0.12955871,fearful,Sanad,Sanad_fearful_001.wav
-228.86794,177.11789,-18.292898,18.69814,9.387989,-18.090412,-29.195532,-17.731348,-23.199017,-16.108007,-13.771468,-25.568232,-16.713724,-16.92744,-3.4403036,-12.0745535,-15.80749,-1.7011497,-9.226697,-13.968844,-10.4699745,0.99819535,-6.9838443,-11.725663,-8.518695,-9.456264,-5.316295,-10.105293,-4.488937,-6.489139,-9.121437,-3.776091,-6.591823,-4.807635,-8.254805,-7.220203,-3.2806945,-3.5317996,1.088071,3.9199517,fearful,Sanad,Sanad_fearful_002.wav
-222.00581,168.78995,-6.736638,19.321564,6.9046288,-17.93045,-32.104942,-20.30206,-24.619572,-16.291037,-13.46627,-23.986576,-14.405264,-14.779729,-2.6868572,-11.747995,-15.308533,0.08959721,-6.689494,-14.916471,-7.73657,3.6252303,-6.462514,-9.3605175,-8.814303,-10.104252,-4.5394344,-7.6581254,-4.5299096,-6.405242,-8.689207,-5.167044,-6.76055,-5.6678534,-6.9190397,-7.110031,-4.6345696,-3.3643105,1.0347118,3.3653061,fearful,Sanad,Sanad_fearful_003.wav
-231.56494,176.75986,-14.062768,11.283536,3.2558181,-14.754531,-28.362131,-21.049839,-21.349232,-13.615796,-14.856293,-22.834606,-11.6193075,-13.349973,-6.1607676,-8.517233,-12.326375,-4.609687,-6.837075,-11.602805,-9.525676,-2.3889406,-5.3200364,-10.369241,-11.416429,-8.626789,-5.049559,-4.9160323,-4.8153925,-6.8126316,-4.832278,-6.139214,-6.928471,-1.2757237,-4.475571,-7.9147544,-5.9395003,-7.684513,-5.969991,-2.4248998,fearful,Sanad,Sanad_fearful_004.wav
-221.59616,177.09271,-14.413312,11.948999,1.2110645,-14.389311,-28.372135,-24.83767,-24.458876,-15.348671,-15.503891,-21.61641,-15.785163,-17.470345,-2.8422537,-11.131211,-11.673934,-1.7777544,-10.187735,-11.84983,-9.771756,-1.7927874,-7.1260743,-10.9239645,-9.735299,-10.78069,-4.2286167,-6.824179,-5.892122,-5.6008224,-7.950942,-5.519683,-7.0704393,-3.5512912,-3.8335464,-5.5140457,-3.6884346,-4.289757,-1.7311542,0.77752954,fearful,Sanad,Sanad_fearful_005.wav
-207.73633,177.05478,-31.74798,14.000231,1.9229473,-16.718685,-30.931189,-25.37737,-22.559313,-12.916649,-19.866518,-24.794224,-12.028781,-12.567758,-5.178481,-7.965247,-16.732525,-9.696764,-1.1067854,-9.57859,-10.816316,1.6641841,-5.49268,-10.594478,-7.0672197,-9.6221695,-4.152346,-2.333432,-5.5138764,-4.1877666,-3.8861134,-3.0632064,-0.47565088,1.2428455,-2.760814,-6.1676064,-2.8214853,-5.9283314,-5.5364976,-1.8631213,happy,Sanad,Sanad_happy_001.wav
-213.75845,165.14711,-14.976934,12.747554,-7.6688247,-28.909842,-29.330126,-15.147137,-32.803967,-20.120718,-14.083616,-19.613379,-6.4882073,-14.023921,-2.6725857,-5.152075,-12.74343,-4.70519,-6.1594005,-13.427115,-9.868064,-1.6494749,-6.48949,-8.142841,-7.647729,-8.158577,-3.6415942,-3.6160672,-5.9508286,-1.6247994,-0.47873363,0.63669616,-0.8731217,-4.7463512,-4.3530064,-5.022913,-4.1051216,-4.934357,-1.1961397,-0.18341905,happy,Sanad,Sanad_happy_002.wav
-206.77379,175.85088,-21.368652,17.569035,0.57834524,-25.141628,-32.01062,-21.256529,-34.673653,-15.4368725,-17.899252,-21.351505,-5.4721947,-19.901918,-1.3184973,-8.384725,-16.11268,-3.849321,-3.5929387,-12.063899,-12.683258,1.912116,-6.048951,-6.812525,-5.940588,-8.473922,-3.7650113,-5.55075,-5.224516,-2.1670585,-2.7211018,-4.460144,-0.6066314,-2.6169496,-3.678355,-3.1467347,-3.9103312,-3.2324433,-2.3548238,-0.7598995,happy,Sanad,Sanad_happy_003.wav
-211.27728,172.22871,-20.40171,9.682294,1.0070664,-14.28788,-32.10594,-22.191849,-28.012905,-21.27807,-16.1078,-17.864826,-11.752487,-13.058991,-3.0606189,-10.452861,-14.198477,-4.7112737,-1.1626486,-12.180778,-12.702535,0.57851446,-4.902759,-7.3173156,-8.057675,-7.9047,-4.6667814,-7.9331393,-8.132924,-8.139858,-5.361122,-5.2292547,-6.685787,-4.04855,-2.1166675,2.0118856,5.715884,3.7025921,2.3279908,2.8081274,happy,Sanad,Sanad_happy_004.wav
-217.34084,164.29683,-15.318002,19.015965,-9.252954,-16.060404,-29.593733,-25.576931,-32.509,-10.365832,-18.543343,-20.740665,-4.51656,-18.621475,0.6061836,-9.79024,-17.085197,-1.4297236,-4.7757626,-14.250315,-9.862476,1.0554892,-7.5761566,-7.5461082,-7.98204,-8.594689,-7.1289196,-6.188459,-6.31949,-7.6119323,-1.5899662,-1.7743137,-1.3780063,-1.9579886,-1.498741,-0.117770195,1.0071214,-1.9181854,-1.9935654,-0.5359918,happy,Sanad,Sanad_happy_005.wav
-247.18921,187.46364,-31.723043,16.457636,16.832144,-25.678953,-30.526152,-21.159243,-28.760342,-26.382498,-14.174593,-11.327915,-15.916399,-17.014582,-1.164725,-8.498066,-18.009384,-7.6046934,-6.3530927,-12.60522,-7.2605543,2.6099577,-4.3701887,-9.649119,-10.421257,-8.4321165,-3.2717583,-4.9592633,-6.0442905,-5.961797,-3.7828028,-4.762573,-6.945116,-5.170445,-4.2696304,-3.9811544,-5.2348948,-4.005667,-2.0585144,-0.8491874,neutral,Sanad,Sanad_neutral_001.wav
-203.36598,180.37456,-34.001514,9.799127,17.017332,-31.054405,-31.22913,-14.038948,-32.964474,-28.378939,-11.867878,-11.18781,-18.96669,-20.828547,2.8809114,-7.623907,-16.933647,-1.7558408,-6.8377886,-13.658701,-4.6617103,-0.5309841,-9.915936,-11.438915,-14.92851,-9.738466,-2.4971278,-7.369547,-5.2767186,-4.8370957,-3.8079174,-5.0256076,-2.3162873,4.459453,4.938282,4.306808,-2.5688415,-2.657671,1.8638647,1.2222492,neutral,Sanad,Sanad_neutral_002.wav
-236.06728,183.0854,-21.28754,5.1531034,17.03853,-21.289152,-30.750822,-18.237741,-26.852407,-28.105373,-22.660067,-18.193373,-14.3229685,-14.611905,-4.503995,-11.267092,-12.566103,-1.0383714,-5.9415307,-12.3883915,-5.2287254,0.44467765,-4.889075,-7.873646,-10.506906,-7.2798634,-2.37707,-5.8305902,-8.128034,-5.801983,-4.53009,-7.5845814,-7.9291167,-5.8234634,-6.3650284,-8.579137,-5.796818,-4.1005955,-5.220946,-0.8449903,neutral,Sanad,Sanad_neutral_003.wav
-192.53105,171.12637,-29.236124,10.617141,13.275182,-27.914324,-36.997784,-17.276022,-24.326748,-27.443174,-19.598404,-10.993435,-12.124612,-18.58814,0.6872235,-8.757093,-19.994677,-3.5384471,-3.5220532,-14.843603,-8.782891,2.8571215,-4.1790447,-8.698863,-9.580799,-6.8936057,-2.6057901,-8.990785,-5.2895246,-3.2081602,-9.6289425,-6.286953,-5.2773952,-6.912444,-3.6739507,0.6246674,0.9178689,3.0325236,8.075662,2.9952319,neutral,Sanad,Sanad_neutral_004.wav
-243.78906,162.14111,-19.318785,8.986237,9.945103,-22.411842,-32.3155,-22.231674,-24.601465,-14.591831,-10.679593,-21.007994,-10.986849,-8.051066,-5.890045,-9.349448,-13.483641,-2.8732355,-6.322398,-10.5818205,-7.29128,-1.3543255,-0.8475289,-11.441689,-6.0570793,-5.901675,-8.631848,-2.801138,-7.4463444,-4.3650327,-3.400569,-5.9896407,-4.057796,-5.553628,-4.387279,-4.5807033,-3.6973245,-3.4344575,-1.400874,2.070652,neutral,Sanad,Sanad_neutral_005.wav
-182.46083,182.02557,-33.63901,17.282578,-4.586112,-18.372656,-24.384798,-25.046753,-16.721237,-8.001835,-12.4146805,-18.139318,-10.14933,-13.482393,-4.2254424,-10.866858,-13.448207,-3.1930761,-8.207565,-10.989996,-8.548541,-3.8433514,-5.5511417,-6.8410053,-10.04754,-8.933448,-6.2035403,-7.601102,-3.737214,-5.6705046,-4.9991255,-4.6393695,-4.4859977,-2.5481772,-6.003373,-4.7845106,-5.0949664,-5.57,-3.8559825,-2.7006195,sad,Sanad,Sanad_sad_001.wav
-229.13275,175.90112,-24.03004,16.005093,-4.4102564,-20.540583,-26.255575,-27.658981,-22.200281,-4.2040105,-16.11108,-20.504345,-12.514331,-12.146672,-3.9729524,-13.308419,-8.3534775,-5.7807136,-10.934912,-11.964166,-9.260062,-2.3320003,-7.643215,-7.0618153,-8.251012,-8.539222,-5.3195896,-6.1532283,-4.118408,-5.7883015,-4.764907,-6.188616,-5.383477,-2.9764056,-4.6202106,-5.6014485,-6.2640147,-5.2806525,-4.2044783,-1.0468615,sad,Sanad,Sanad_sad_002.wav
-218.23062,182.60599,-28.217012,17.296986,-2.4003258,-19.161278,-28.682108,-24.38675,-18.450317,-8.024102,-16.364264,-22.34162,-10.659393,-12.789326,-4.9312544,-13.28989,-12.891418,-3.1131837,-9.627568,-9.363206,-9.868731,-5.1461663,-4.339476,-10.339762,-8.22838,-7.8377895,-7.7478805,-6.8153634,-5.481459,-5.147777,-6.563379,-5.148995,-5.5839353,-4.913684,-4.0328207,-6.298673,-6.3117156,-7.769973,-4.471256,-3.1688464,sad,Sanad,Sanad_sad_003.wav
-232.33534,164.9956,-7.832706,12.46583,4.5682054,-13.444733,-32.148544,-19.775208,-19.980806,-13.71824,-15.110774,-23.622444,-12.984687,-15.024957,-4.993484,-8.805193,-14.378184,-3.2679448,-6.129622,-13.075939,-8.703127,-2.204569,-5.001868,-6.501879,-8.7228565,-8.103062,-4.429414,-5.6402836,-3.5946453,-3.6786418,-6.1921735,-4.4388623,-4.48525,-5.2030454,-5.5346985,-7.218523,-6.079793,-6.9955153,-4.4057302,-0.908705,sad,Sanad,Sanad_sad_004.wav
-223.4784,170.86263,-9.339343,14.59201,4.902239,-12.950664,-29.4319,-20.64861,-20.426989,-10.978146,-15.592599,-24.256714,-13.651045,-17.277782,-4.6509676,-13.681947,-16.885933,1.2816763,-8.447053,-17.285793,-6.3379455,-0.31487486,-7.1356335,-7.052202,-8.485204,-9.310248,-7.983227,-7.72577,-3.5880976,-5.2334604,-6.7972116,-5.9782057,-5.1983366,-5.1464725,-7.1205873,-6.0316973,-4.415977,-6.487793,-2.0946195,1.409984,sad,Sanad,Sanad_sad_005.wav
-251.26631,173.47691,-26.54351,11.814936,-1.8133354,-16.289843,-23.809328,-15.89146,-18.13123,-17.206388,-13.398915,-18.690224,-13.688091,-9.425626,-1.9916868,-14.191225,-15.043666,-5.566669,-9.696268,-9.419522,-9.303894,-4.968337,-4.256369,-8.663659,-10.462971,-4.1503277,-1.8856196,-6.4971843,-0.7007718,-2.639991,-4.9494185,-2.0766666,-4.8328357,0.7191612,-0.09901389,-5.8127494,-2.7358224,-3.6341238,-2.1184604,-1.9611111,surprised,Sanad,Sanad_surprised_001.wav
-190.05812,156.63902,-34.701805,24.997976,1.5186871,-22.319576,-39.463882,-13.395315,-26.021294,-27.478064,-9.500459,-18.892027,-18.592728,-14.804945,-2.1305165,-13.956386,-19.575726,-5.619603,-8.995347,-10.453325,-8.859418,-6.537246,-0.6222166,-4.91206,-4.200914,1.5492764,1.5810709,0.5277901,-3.2537618,1.427208,1.2904913,-1.7769984,-2.887028,-5.6032505,-0.44949546,-1.7244415,-0.6842218,-1.1280665,-1.51871,-1.4491718,surprised,Sanad,Sanad_surprised_002.wav
-186.42406,158.77293,-43.40909,32.189995,2.0054498,-30.485527,-29.530561,-10.958629,-37.89794,-21.567413,-8.523471,-25.846216,-8.770089,-16.724447,-5.895341,-8.7059,-17.652348,-5.8185077,-7.135463,-8.897715,-14.098687,-5.34999,-3.1119268,-8.071995,-3.3057086,-4.2443037,1.2634226,1.1271049,-1.8372452,-0.9879512,-4.034117,-0.5245296,-0.30572927,-3.6858072,-0.7588456,0.67384857,-2.1158676,-1.51998,-1.611558,-0.16561098,surprised,Sanad,Sanad_surprised_003.wav
-203.56927,141.15771,-20.600243,26.298822,2.910958,-10.909355,-50.571316,-13.829761,-19.45046,-30.373625,-12.53584,-22.563044,-18.835857,-12.817579,-6.431319,-15.300557,-11.303229,-3.8723836,-12.559993,-9.852758,-6.639636,-6.5755243,-2.7505896,-10.686058,-7.9614,-2.0292683,-6.5150967,-0.6434498,-1.9074349,2.1463938,2.5153048,-2.5871394,-1.336719,-2.2976568,4.7667007,0.2049981,2.2013812,1.3576624,-2.3269963,3.906839,surprised,Sanad,Sanad_surprised_004.wav
-172.73134,143.96515,-34.263504,31.89433,-7.019254,-11.549796,-49.82022,-12.160397,-27.826239,-26.989382,-4.394786,-24.35597,-14.604229,-18.650648,-6.0981784,-11.186331,-14.87476,-3.7102757,-12.182302,-9.842185,-8.382863,-5.217891,-6.1515207,-9.553312,-6.739173,-7.670027,1.3742316,3.0580707,0.6083774,2.4079716,-0.966497,-0.8328896,1.5710546,3.6653821,6.5995626,1.8750882,-2.280265,-1.4679728,-0.949201,0.07557936,surprised,Sanad,Sanad_surprised_005.wav
-162.94353,164.27794,-54.328743,17.985453,7.204232,-22.135645,-42.65601,-1.905506,-21.773907,-12.618256,-14.990924,-26.977362,-5.7437806,-13.559983,-11.985475,-8.813176,-16.97572,-10.351852,-2.8476202,-18.00117,-12.559822,-10.088204,-5.824209,-8.329034,-11.162653,3.197696,-13.74184,-3.0252218,2.6878579,-0.05079229,4.229843,-4.728368,5.8510995,-2.795464,-1.1725564,4.2351494,2.6060393,-0.014492168,-2.8364322,-1.7114949,angry,Shehbaaz,Shehbaaz_angry_001.wav
-164.38408,172.199,-51.709198,6.5290837,5.2247224,-19.062977,-39.028,-1.5472026,-23.115965,-19.599344,-12.459418,-24.053553,-8.031073,-11.852832,-14.325314,-12.162186,-13.231524,-8.017964,-2.019835,-11.115184,-12.969042,-11.090765,-5.0039663,-7.947559,-10.398526,2.4200401,-7.414034,-0.31838238,2.5785217,0.79627585,2.0222373,-3.4691246,5.5279207,-3.8365312,1.0416769,6.3173995,1.6304058,-1.8917615,-3.9543142,-2.7701633,angry,Shehbaaz,Shehbaaz_angry_002.wav
-155.44489,160.38467,-54.044456,24.189861,14.590051,-15.949253,-44.82594,3.3882985,-19.631721,-13.806344,-9.104064,-29.954876,-10.967521,-16.833956,-15.83951,-13.620156,-18.710514,-9.01741,-0.23120269,-13.737879,-11.639507,-8.605714,-6.8355308,-12.663474,-14.452384,3.6836915,-7.3396225,2.840909,3.4279737,-1.2542078,4.034677,-6.121575,4.9776163,-1.0331371,3.6713598,8.010007,-0.04627339,-1.5115188,-2.3666737,-1.5278699,angry,Shehbaaz,Shehbaaz_angry_003.wav
-175.78246,148.61707,-49.630203,12.166649,-3.7310436,-14.302064,-43.53496,-0.66740495,-19.688482,-14.463282,-12.566311,-29.06872,-8.302741,-15.820554,-10.924072,-11.72818,-13.568618,-5.014702,-7.9996343,-11.559486,-10.215448,-9.561404,-2.8152192,-12.543623,-12.765431,0.59516275,-7.0126696,1.3812811,3.380843,5.848079,5.98847,0.054748226,4.066501,-3.8991578,0.06218681,0.33432108,-0.28732443,-6.3057775,-2.007453,-0.7336,angry,Shehbaaz,Shehbaaz_angry_004.wav
-159.07481,162.31317,-49.30479,14.550096,-7.7130833,-19.183165,-47.73674,-5.441244,-18.606855,-14.552128,-12.551202,-26.866375,-10.292428,-16.226315,-13.49915,-12.853575,-16.094349,-7.9292765,-7.4874806,-12.496881,-6.218602,-7.590615,-0.44395953,-7.789811,-10.555462,3.3736415,-5.849072,1.7756956,0.8813897,2.6868744,4.0005407,-1.1164094,3.307402,-5.0895185,0.52574694,-1.1927595,0.09562034,-5.2291574,-3.1752284,-0.53235906,angry,Shehbaaz,Shehbaaz_angry_005.wav
